N	TP_NS_P	COD_OBL	HSIZE	TYPE_DOM	H_WORK	AGE_HEAD	SEX_HEAD	CASHINC	TOTALINC	TOTALRES	CONSUM	CASHEXP	TOTALEXP	HOUSE	OWNHOUSE	STOTAL	SLIV	ROOMS	TIMEHOUS	HEATING	HEATIND	RUNWATER	SEVERAGE	HOTWATER	GASKOL	GASCENTR	GASBAL	ELEKTRPL	BATH	HTELEPH	L_EDUC
1942	1	46	3	1	2	41	1	8390	9699	9699	7797	8312	9621	1	1	72	41	3	4	1	2	1	1	2	1	1	2	2	1	1	1
1943	1	46	3	1	1	41	2	3653	5312	5312	3433	3473	5132	1	1	84	44	2	1	2	2	1	1	2	1	1	2	2	1	1	1
1944	1	46	3	1	1	53	1	5232	6420	6420	4010	4200	5387	1	1	36	19	1	1	2	2	1	1	2	1	1	2	2	1	1	4
1945	1	46	5	1	2	73	2	22012	22074	22074	16934	17264	17326	1	1	35	26	1	1	2	2	1	1	2	1	1	2	2	1	2	5
1946	1	46	4	2	2	45	1	11090	11105	11105	11982	12092	12107	1	1	72	64	3	1	2	2	1	1	2	1	1	2	2	1	1	1
1947	1	46	2	2	2	28	1	6010	6118	6118	6794	6794	6902	1	1	31	20	1	9	1	2	1	1	2	1	1	2	2	1	2	6
1948	1	46	4	1	1	57	2	6986	8217	8217	6253	6453	7684	1	1	38	21	1	1	2	2	1	1	2	1	1	2	2	1	1	999
1949	1	46	2	2	1	63	2	2904	3532	3532	6002	6002	6630	1	1	63	36	2	1	2	2	1	1	2	1	1	2	2	1	1	6
1950	1	46	3	1	2	28	2	11835	14234	14234	32829	33494	35892	1	1	65	47	3	1	2	2	1	1	2	1	1	2	2	1	1	1
1951	1	46	1	2	1	77	2	1987	2038	2038	1903	1903	1954	1	1	23	12	1	1	2	2	1	1	2	1	1	2	2	1	2	6
1952	1	46	4	1	2	35	1	9091	10437	11887	14003	14190	16086	1	4	52	28	1	1	2	2	1	1	2	1	1	2	2	1	2	1
1953	1	46	3	1	2	36	2	5098	5714	5714	5981	5981	6598	1	2	22	16	1	1	2	2	1	1	2	1	1	2	2	1	1	1
1954	1	46	4	1	2	46	1	5379	7091	7591	11863	11958	13669	1	1	62	37	2	1	2	2	1	1	2	1	1	2	2	1	1	4
1955	1	46	1	2	1	46	1	3436	4080	4095	4193	4803	5747	1	1	53	36	2	1	2	2	1	1	2	1	1	2	2	1	1	5
1956	1	46	2	2	1	73	1	3323	3784	3784	8259	8289	8751	1	1	40	34	2	1	2	2	1	1	2	1	1	2	2	1	1	1
1957	1	46	4	2	2	50	1	4782	6394	6394	3949	3971	5583	1	2	62	42	3	5	1	2	1	1	1	2	1	2	2	1	2	6
1958	1	46	1	2	1	81	2	2581	2641	2641	2608	2608	2668	1	1	61	34	2	4	1	2	1	1	2	1	1	2	2	1	1	1
1959	1	46	2	2	1	59	1	2420	2897	2897	2494	2494	2971	1	1	61	36	3	4	1	2	1	1	1	2	1	2	2	1	2	999
1960	1	46	1	2	1	49	2	10614	11623	11623	9482	9682	10690	1	1	48	28	2	4	1	2	1	1	1	2	1	2	2	1	1	5
1961	1	46	3	1	2	39	2	9009	11205	11205	13354	13844	16040	1	1	48	27	2	4	1	2	1	1	1	2	1	2	2	1	1	1
1962	1	46	2	2	1	64	1	7404	8975	8975	9157	9965	11536	1	2	62	35	3	4	1	2	1	1	1	2	1	2	2	1	1	1
1963	1	46	2	2	1	80	2	6018	6735	6735	7540	7840	8556	1	2	44	30	2	3	1	2	1	1	2	1	1	2	2	1	1	7
1964	1	46	1	2	1	77	2	1702	2373	2373	4302	4302	4973	1	1	52	36	2	3	1	2	1	1	2	1	1	2	2	1	1	1
1965	1	46	1	2	1	37	2	3161	3439	3492	2318	2320	2661	1	1	60	32	2	1	2	2	1	1	2	1	1	2	2	1	2	1
1966	1	46	3	1	1	63	2	2805	3789	3789	3625	3625	4610	1	1	56	35	2	1	2	2	1	1	2	1	1	2	2	1	1	3
1967	1	46	3	1	2	47	2	4751	5128	5808	8083	8083	8659	4	1	48	18	1	1	2	2	1	1	2	2	1	2	2	1	2	1
1968	1	46	2	2	2	32	2	9247	9497	9597	9634	9784	10034	1	1	40	20	1	6	1	2	1	1	1	2	1	2	2	1	1	1
1969	1	46	3	1	2	36	2	2598	3093	3393	4140	4145	4940	1	1	42	27	2	4	1	2	1	1	2	1	1	2	2	1	2	4
1970	1	46	3	1	1	27	2	6145	7030	7130	8575	9910	11295	1	1	52	31	2	6	1	2	1	1	1	2	1	2	2	1	1	1
1971	1	46	2	1	1	37	2	2261	3161	3261	3842	3842	4842	1	1	32	18	1	5	1	2	1	1	1	2	1	2	2	1	1	1
1972	1	46	4	1	2	33	2	12458	13191	13991	10434	11784	13068	1	1	67	41	3	5	1	2	1	1	1	2	1	2	2	1	1	1
1973	1	46	2	2	2	61	2	2565	2706	2771	2306	2306	2473	1	1	63	45	3	5	1	2	1	1	1	2	1	2	2	1	2	1
1974	1	46	3	1	2	35	1	3835	4349	4349	4948	5008	5522	2	2	15	13	1	4	1	2	1	1	1	2	1	2	2	1	2	5
1975	1	46	1	2	1	70	2	1512	1801	1801	3519	3519	3807	1	1	37	19	1	5	1	2	1	1	1	2	1	2	2	1	2	7
1976	1	46	5	1	1	71	1	4084	4391	4741	11137	11254	11561	4	1	48	28	2	1	2	2	2	2	2	2	1	2	2	2	2	6
1977	1	46	1	2	1	74	2	2430	3034	3034	3033	3073	3678	1	2	39	20	1	5	1	2	1	1	1	2	1	2	2	1	1	6
1978	1	46	3	1	2	37	1	11811	11927	12227	12137	12321	12437	1	1	39	32	2	5	1	2	1	1	1	2	1	2	2	1	2	4
1979	1	46	4	2	1	38	1	13019	13285	15485	9336	9891	10157	1	1	46	40	3	5	1	2	1	1	1	2	1	2	2	1	1	5
1980	1	46	1	2	1	41	2	4050	4464	4464	4824	4884	5298	1	2	38	18	1	4	1	2	1	1	1	2	1	2	2	1	1	1
1981	1	46	1	2	1	64	1	1282	1324	1324	2314	2314	2355	1	1	18	14	1	5	1	2	1	1	1	2	1	2	2	1	1	4
1982	1	46	4	1	2	53	1	3675	3818	3818	3567	3630	3773	1	2	22	13	1	5	1	2	1	1	1	2	1	2	2	1	2	1
1983	1	46	1	2	1	75	2	1192	1777	1927	1521	1521	2257	1	1	28	15	1	4	1	2	1	1	1	2	1	2	2	1	2	8
1984	1	46	2	2	1	72	1	2778	3238	3638	4623	4623	5083	1	1	45	35	2	2	1	2	1	1	1	2	1	2	2	1	1	8
1985	1	46	3	2	2	62	1	8639	8978	8978	9999	10384	10723	1	1	60	39	3	5	1	2	1	1	1	2	1	2	2	1	1	1
1986	1	46	3	2	1	79	1	4512	5522	5972	5621	5678	6687	1	1	63	45	3	4	1	2	1	1	1	2	1	2	2	1	1	1
1987	1	46	3	1	2	32	1	7485	7834	7984	10571	11846	13345	1	2	50	35	2	4	1	2	1	1	1	2	1	2	2	1	1	2
1988	1	46	3	1	2	29	1	10651	10728	11028	12232	12672	13209	1	2	45	31	2	4	1	2	1	1	1	2	1	2	2	1	1	4
1989	1	46	4	1	2	59	2	10117	10135	10535	17415	17415	17433	1	1	62	45	3	4	1	2	1	1	1	2	1	2	2	1	1	1
1990	1	46	4	1	2	37	1	8402	10287	10287	8693	8736	10621	1	1	49	30	2	4	1	2	1	1	1	2	1	2	2	1	1	1
1991	1	46	2	2	1	63	1	2664	2664	3064	4945	4975	4975	1	1	48	29	2	4	1	2	1	1	1	2	1	2	2	1	2	7
1992	1	46	3	2	1	58	2	5337	5643	6143	6705	6900	7205	1	1	42	35	2	4	1	2	1	1	1	2	1	2	2	1	1	6
1993	1	46	1	2	1	70	1	1296	2028	2058	1145	1145	1907	1	1	41	27	2	4	1	2	1	1	1	2	1	2	2	1	2	1
1994	1	46	5	1	2	69	1	12777	13846	13846	8518	8658	9726	1	1	65	41	3	4	1	2	1	1	1	2	1	2	2	1	1	5
1995	1	46	3	1	1	24	2	7980	7980	7980	11394	11394	11394	1	2	49	35	2	4	1	2	1	1	1	2	1	2	2	1	2	4
1996	1	46	4	2	3	45	1	7070	8524	8524	6666	6789	8243	1	1	29	18	1	4	1	2	1	1	1	2	1	2	2	1	2	4
1997	1	46	1	2	1	53	1	5345	5345	5345	10854	11054	11054	1	1	23	12	1	4	1	2	1	1	1	2	1	2	2	1	2	1
1998	1	46	5	1	3	46	2	7971	10997	10997	15544	16069	19095	1	2	86	51	4	5	1	2	1	1	1	2	1	2	2	1	1	4
1999	1	46	3	2	1	51	1	5221	5834	7834	8527	9252	9865	1	1	76	41	3	5	1	2	1	1	1	2	1	2	2	1	1	1
2000	1	46	5	1	2	46	2	8021	11960	11960	7933	7936	11875	1	1	50	28	2	5	1	2	1	1	1	2	1	2	2	1	2	4
2001	1	46	4	1	2	35	2	3373	4528	4528	6980	7140	8295	5	1	1	29	2	5	1	2	1	1	1	2	1	2	2	1	2	3
2002	1	46	3	2	3	43	1	6345	6345	6345	5375	5376	5376	1	1	79	52	4	5	1	2	1	1	1	2	1	2	2	1	1	3
2003	1	46	3	2	2	54	1	6861	7244	7804	8156	8256	9198	1	1	71	42	3	5	1	2	1	1	1	2	1	2	2	1	2	1
2004	1	46	4	1	1	32	1	5055	5136	5286	14815	15065	15296	1	2	35	18	1	5	1	2	1	1	1	2	2	2	1	1	2	6
2005	1	46	4	1	1	45	2	3869	5179	5179	5445	5445	6755	1	1	78	52	4	5	1	2	1	1	1	2	1	2	2	1	1	1
2006	1	46	5	1	2	90	2	5630	7208	7208	3531	3531	5109	1	1	55	32	2	5	1	2	1	1	1	2	1	2	2	1	2	7
2007	1	46	5	1	2	37	1	4691	8334	8414	9953	10295	14018	1	1	56	29	2	5	1	2	1	1	1	2	1	2	2	1	1	4
2008	1	46	5	2	3	53	1	8592	10538	10538	14151	14321	16267	1	2	80	53	4	5	1	2	1	1	1	2	1	2	2	1	1	7
2009	1	46	3	1	1	24	2	5581	6630	6630	7809	7959	9008	1	1	49	29	2	6	1	2	1	1	1	2	2	2	1	1	1	1
2010	1	46	2	2	1	19	2	2114	3156	3506	5254	5254	6296	1	1	20	9	1	4	1	2	1	1	1	2	1	2	2	1	2	6
2011	1	46	1	2	1	68	1	2109	2150	2160	2414	2504	2555	1	1	25	11	1	4	1	2	1	1	1	2	1	2	2	1	2	1
2012	1	46	4	1	1	44	2	3666	4661	4661	3176	3176	4171	1	1	40	28	3	4	1	2	1	1	1	2	1	2	2	1	2	4
2013	1	46	2	2	1	76	1	4369	5235	5242	3527	4107	4980	1	1	49	29	2	4	1	2	1	1	1	2	1	2	2	1	1	6
2014	1	46	2	2	1	26	1	5370	5425	5425	3388	3488	3543	1	1	63	38	3	4	1	2	1	1	1	2	1	2	2	1	2	1
2015	1	46	3	1	2	31	1	6378	7027	7427	4876	4956	5705	1	1	38	20	1	5	1	2	1	1	1	2	1	2	2	1	2	5
2016	1	46	3	1	2	39	2	5178	5196	5516	6853	6878	7066	5	1	1	26	2	4	1	2	1	1	1	2	1	2	2	1	2	1
2017	1	46	3	2	3	45	2	4312	5112	5562	6049	6059	6860	1	1	36	18	1	4	1	2	1	1	1	2	2	2	1	1	2	5
2018	1	46	2	1	1	44	2	2462	3668	4038	2080	2380	3791	1	1	18	9	1	5	1	2	1	1	1	2	2	2	1	1	2	1
2019	1	46	4	1	1	39	2	2623	5174	5474	4044	4044	6695	1	1	35	24	2	5	1	2	1	1	1	2	2	2	1	1	2	5
2020	1	46	6	1	3	56	1	6263	7260	8360	16316	16553	17850	1	1	72	42	3	6	1	2	1	1	1	2	1	2	2	1	1	5
2021	1	46	3	2	3	44	1	6280	6280	6280	8500	8504	8504	1	1	49	26	2	6	1	2	1	1	1	2	1	2	2	1	1	6
2022	1	46	4	1	2	36	2	8525	10715	12415	16200	16600	20590	1	1	45	23	2	6	1	2	1	1	1	2	1	2	2	1	1	4
2023	1	46	3	1	1	43	1	8768	11439	14439	18272	18519	21190	1	1	71	42	3	7	1	2	1	1	1	2	1	2	2	1	2	4
2024	1	46	3	1	1	33	1	7670	8158	25458	22844	26148	31636	1	1	48	28	2	6	1	2	1	1	1	2	1	2	2	1	1	1
2025	1	46	3	1	1	38	2	2978	4294	4294	3663	3763	5079	1	1	74	67	3	6	1	2	1	1	1	2	1	2	2	1	1	1
2026	1	46	2	2	1	53	2	2831	3454	3454	2997	3705	4328	1	1	39	29	1	6	1	2	1	1	1	2	1	2	2	1	1	7
2027	1	46	2	2	2	45	1	4766	4952	8452	6341	6841	7227	1	1	68	41	3	6	1	2	1	1	1	2	1	2	2	1	2	6
2028	2	46	1	2	1	77	2	1291	1662	1662	2304	2304	2675	1	1	28	19	1	4	1	2	1	1	1	2	1	2	2	1	1	4
2029	2	46	1	2	1	61	1	1374	1387	1387	1919	1919	1932	5	1	1	18	1	3	1	2	2	2	2	2	1	2	2	2	2	6
2030	2	46	4	1	1	35	1	2826	3132	3132	3797	3797	4103	5	1	1	18	1	3	1	2	1	1	2	1	1	2	2	2	2	5
2031	2	46	4	1	1	34	1	3410	4276	4276	2624	2680	3546	5	1	1	24	2	9	1	2	1	1	2	1	1	2	2	1	1	5
2032	2	46	2	2	1	32	2	3516	4074	4074	6274	6354	6912	1	1	63	58	3	9	1	2	1	1	2	1	1	2	2	1	1	1
2033	2	46	3	1	2	37	1	5805	6669	6669	10253	10373	11237	1	1	69	54	3	4	1	2	1	1	1	2	1	2	2	1	1	4
2034	2	46	2	1	1	63	2	1788	2310	2310	3101	3121	3643	1	1	46	30	2	4	1	2	1	1	1	2	1	2	2	1	2	7
2035	2	46	4	1	1	61	2	4769	5056	5056	4543	4578	4865	1	2	44	33	2	4	1	2	1	1	2	1	1	2	2	1	1	5
2036	2	46	4	1	2	37	1	5455	6305	6305	6627	6912	7762	1	1	50	36	3	3	1	2	1	1	1	2	1	2	2	1	1	5
2037	2	46	1	2	1	65	2	1548	2303	2303	3677	3687	4442	1	1	50	33	2	9	1	2	1	1	1	2	1	2	2	1	2	6
2038	2	46	4	1	1	38	2	5310	5310	5310	11475	11700	11700	3	1	40	25	2	3	2	2	1	1	2	2	2	2	2	2	1	5
2039	2	46	2	2	1	65	2	2792	3392	3392	3387	3427	4027	3	2	74	59	3	3	2	1	1	1	2	1	1	2	2	1	1	4
2040	2	46	4	1	2	64	2	4132	4604	4604	6146	6446	6918	3	1	71	50	3	3	2	1	1	1	2	1	1	2	2	1	1	7
2041	2	46	3	1	2	27	2	3330	3345	3345	3850	3910	3925	2	1	48	32	2	4	2	1	1	1	2	1	1	2	2	2	1	6
2042	2	46	1	2	1	58	2	1625	1974	1974	3152	3173	3523	3	1	59	36	3	3	2	1	1	1	2	1	1	2	2	1	1	5
2043	2	46	2	2	2	55	1	6567	6747	6747	7684	8384	8564	3	1	73	56	3	3	2	1	1	1	2	1	1	2	2	1	1	1
2044	2	46	2	2	1	55	1	2173	2196	2196	3490	3694	3717	3	1	81	68	3	4	2	1	1	1	2	1	1	2	2	1	1	7
2045	2	46	3	1	1	70	2	6366	6420	6420	4496	4556	4610	3	1	54	44	2	1	2	1	1	1	2	2	1	2	2	2	1	7
2046	2	46	1	2	1	63	2	1867	1867	1867	2814	2825	2825	4	1	25	15	1	2	2	2	2	2	2	2	2	2	2	2	2	5
2047	2	46	3	1	1	45	1	5480	5618	5618	7139	7169	7307	1	1	52	27	2	5	1	2	1	1	1	2	1	2	2	1	1	5
2048	2	46	4	1	1	35	1	3422	5921	5921	3225	3276	5776	1	2	43	36	3	4	1	2	1	1	2	1	1	2	2	1	1	4
2049	2	46	1	2	1	70	2	1537	1671	1671	1717	1717	1851	1	2	30	24	1	1	2	2	1	1	2	2	1	2	2	2	2	8
2050	2	46	5	1	3	44	1	29715	32226	32226	13811	14608	18419	1	1	79	51	4	5	1	2	1	1	1	2	1	2	2	1	2	1
2051	2	46	2	2	1	59	1	3167	4815	4815	4754	4810	6459	1	1	30	17	1	4	1	2	1	1	2	1	1	2	2	1	1	6
2052	2	46	1	2	1	64	2	1570	2019	2019	2540	2540	2989	1	1	41	27	2	4	1	2	1	1	2	1	1	2	2	1	1	6
2053	2	46	4	2	3	51	1	8656	11208	11208	11353	11598	14150	1	1	64	40	3	5	1	2	1	1	1	2	1	2	2	1	1	1
2054	2	46	2	2	2	52	1	3244	3946	3946	5665	5665	6367	1	1	22	12	1	4	1	2	1	1	1	2	1	2	2	1	2	2
2055	2	46	1	2	1	22	1	4859	5367	5367	5173	5282	5790	1	2	22	12	1	4	1	2	1	1	1	2	1	2	2	1	2	4
2056	2	46	4	1	2	74	2	13112	14224	14224	10191	10345	11457	1	2	62	48	3	4	1	2	1	1	2	1	1	2	2	1	1	5
2057	2	46	6	1	2	39	1	7040	9149	17449	7133	7353	10762	1	1	47	31	2	4	1	2	1	1	2	1	1	2	2	1	1	1
2058	2	46	3	2	2	48	1	5215	5615	5615	5550	5785	6185	1	2	59	37	3	5	1	2	1	1	1	2	1	2	2	1	1	5
2059	2	46	5	1	2	38	2	7430	12795	12795	16331	16594	21959	1	4	60	38	2	4	1	2	1	1	2	1	1	2	2	1	1	5
2060	2	46	1	2	1	80	2	1270	2167	2167	1820	2064	2961	3	1	83	48	4	2	2	1	2	2	2	2	1	2	2	2	2	7
2061	2	46	2	2	1	68	1	3385	4527	4527	4118	4118	5261	1	1	50	30	2	2	1	2	1	1	2	1	1	2	2	1	1	7
2062	2	46	4	1	1	46	1	3673	5508	5908	6365	6365	8600	1	2	47	28	2	5	1	2	1	1	1	2	1	2	2	1	2	6
2063	2	46	4	1	2	43	1	8335	13766	13766	9965	10367	15799	1	2	62	41	3	5	1	2	1	1	1	2	1	2	2	1	1	5
2064	2	46	4	1	1	42	1	9694	13204	13304	12052	12419	16304	1	1	48	28	2	5	1	2	1	1	1	2	1	2	2	1	1	4
2065	2	46	1	2	1	53	1	2240	2359	2479	3489	3489	3728	5	1	1	37	2	5	1	2	1	1	1	2	2	2	1	1	2	7
2066	2	46	3	1	1	22	1	7609	10550	11150	5828	5828	8769	5	1	1	45	2	5	1	2	1	1	1	2	2	2	1	1	2	4
2067	2	46	4	1	2	41	1	5088	6446	6446	6720	7035	8394	5	1	1	25	2	5	1	2	1	1	1	2	2	2	1	1	2	4
2068	2	46	6	1	1	52	2	8361	11300	11300	6013	7362	10301	2	1	68	50	4	4	2	1	1	1	2	1	1	2	2	1	2	6
2069	2	46	3	1	1	39	1	3960	5646	5846	4932	5027	6713	3	1	72	56	4	3	2	1	1	1	2	2	1	2	2	2	2	5
2070	2	46	4	1	2	52	1	13104	13174	20754	10364	11721	19371	3	1	71	51	2	2	2	2	1	2	2	2	1	2	2	2	1	6
2071	2	46	3	2	2	62	1	3759	7114	7114	7109	7169	10523	1	1	68	46	4	4	1	2	1	1	1	2	1	2	2	1	2	7
2072	2	46	4	1	2	53	2	13213	14357	14357	31513	31573	32717	1	2	57	36	3	5	1	2	1	1	1	2	1	2	2	1	1	1
2073	2	46	1	2	1	22	1	1590	2483	2483	3451	3451	4845	1	2	69	48	3	6	1	2	1	1	1	2	1	2	2	1	2	5
2074	2	46	3	2	2	54	2	3316	4272	4272	4521	4521	5478	1	2	65	40	3	7	1	2	1	1	1	2	1	2	2	1	2	5
2075	2	46	3	1	2	48	2	1655	2287	2847	3118	3218	3850	1	2	49	32	2	6	1	2	1	1	1	2	1	2	2	1	2	5
2076	2	46	4	1	2	41	2	3440	5112	5342	4828	4978	6980	4	1	52	30	2	2	2	2	2	2	2	2	1	2	2	2	2	5
2077	2	46	4	1	2	34	2	3400	3509	3809	4271	4291	4400	1	1	42	26	2	5	1	2	1	1	1	2	1	2	2	1	1	5
2078	2	46	2	2	1	53	2	2601	2601	2601	5646	5646	5646	1	1	53	28	2	9	1	2	1	1	1	2	1	2	2	1	2	5
2079	2	46	2	2	2	65	1	2695	2918	2918	2967	3177	3400	1	1	33	18	1	1	2	2	1	1	1	2	1	2	2	2	1	1
2080	2	46	3	2	2	50	2	9043	9172	9172	9276	9364	9493	1	1	58	42	3	4	1	2	1	1	1	2	1	2	2	1	1	5
2081	2	46	3	1	1	25	2	7845	8454	8454	6440	6615	7224	1	1	49	36	2	4	1	2	1	1	1	2	1	2	2	1	2	7
2082	2	46	1	2	1	54	2	6829	6936	6936	10288	10488	10595	1	1	30	15	1	9	1	2	1	1	1	2	1	2	2	1	1	1
2083	2	46	3	1	2	59	2	5684	6132	6632	6647	6682	7131	1	1	59	42	3	4	1	2	1	1	1	2	1	2	2	1	2	1
2084	2	46	2	2	1	51	2	2880	2993	3493	3678	3730	3842	1	1	50	32	2	4	1	2	1	1	1	2	1	2	2	1	1	4
2085	2	46	1	2	1	52	2	3138	3847	3847	5370	5450	6160	1	2	45	28	2	4	1	2	1	1	1	2	1	2	2	1	2	1
2086	2	46	2	2	1	63	1	2705	3471	3471	4202	4202	4968	1	1	46	30	2	3	1	2	1	1	1	2	1	2	2	1	1	5
2087	2	46	3	2	1	57	2	2901	4409	4409	5926	6011	7518	1	1	58	29	2	4	1	2	1	1	1	2	1	2	2	1	2	6
2088	2	46	5	1	2	75	1	4699	5906	5906	5249	5696	6903	1	1	68	39	3	4	1	2	1	1	1	2	1	2	2	1	1	1
2089	2	46	5	1	2	86	2	4580	4650	4650	6183	6287	6357	3	1	67	39	3	1	2	2	1	1	2	2	1	2	2	2	1	10
2090	2	46	2	2	1	73	2	1626	2021	2021	1953	1968	2364	3	1	61	36	3	3	2	2	1	1	2	2	1	2	2	2	2	10
2091	2	46	4	1	3	61	1	8628	9854	9854	11245	11412	12638	1	1	55	41	3	3	1	2	1	1	1	2	1	2	2	1	1	6
2092	2	46	2	2	1	55	2	4311	5612	5642	5931	6376	7707	1	1	58	38	3	4	1	2	1	1	1	2	1	2	2	1	1	5
2093	2	46	3	2	2	47	1	5383	5745	5745	11785	11890	12253	5	1	1	33	2	3	1	2	1	1	1	2	1	2	2	1	1	4
2094	2	46	2	1	1	55	2	7739	8532	8532	8976	9149	9942	1	1	53	41	3	3	1	2	1	1	2	1	1	2	2	1	1	5
2095	2	46	3	1	2	35	2	2491	3869	4019	7674	8094	9473	1	1	46	30	2	3	1	2	1	1	2	1	1	2	2	1	1	1
2096	2	46	4	1	2	47	1	1918	4477	4657	5273	5273	7832	1	2	75	44	3	6	1	2	1	1	1	2	1	2	2	1	1	4
2097	2	46	3	1	1	72	2	3413	6054	6204	5281	5330	7971	1	1	42	25	2	3	1	2	1	1	2	1	1	2	2	1	1	10
2098	2	46	2	2	2	50	1	6916	7743	10443	7604	8415	9241	3	1	37	26	2	2	2	1	1	1	2	1	1	2	2	1	1	1
2099	2	46	2	2	1	58	1	5330	5338	5338	6742	7172	7180	1	1	75	50	4	4	1	2	1	1	1	2	1	2	2	1	1	1
2100	2	46	1	2	1	73	2	1391	2029	2129	2054	2079	2717	1	1	39	21	1	5	1	2	1	1	1	2	1	2	2	1	2	8
2101	2	46	4	1	3	54	2	4279	4762	9652	10332	10462	14195	1	1	48	26	2	4	1	2	1	1	1	2	1	2	2	1	1	4
2102	2	46	1	2	1	27	1	6021	6150	6453	5851	6101	6284	1	4	67	38	3	5	1	2	1	1	1	2	1	2	2	1	2	4
2103	2	46	1	2	1	61	2	1690	2251	2251	4325	4334	4895	1	1	49	28	2	4	1	2	1	1	1	2	1	2	2	1	1	6
2104	2	46	4	1	1	29	1	5498	6575	6955	5620	5815	7221	1	1	51	28	2	5	1	2	1	1	1	2	1	2	2	1	1	4
2105	2	46	2	2	2	28	1	5383	7188	7638	4850	4900	7005	1	1	47	32	2	4	1	2	1	1	1	2	1	2	2	1	1	4
2106	2	46	5	1	3	54	1	2766	3219	3339	2118	2198	2881	1	1	43	36	2	4	1	2	1	1	1	2	1	2	2	1	2	7
2107	2	46	3	2	1	83	1	3765	5127	5127	3130	3226	4588	1	1	49	28	2	4	1	2	1	1	1	2	1	2	2	1	1	5
2108	2	46	2	2	1	69	2	1766	2634	2634	5441	5551	6418	4	1	50	31	2	9	2	2	2	2	2	2	1	2	2	2	1	7
2109	2	46	5	1	3	56	1	3827	6737	6737	11378	11938	14848	3	1	75	56	3	5	2	1	1	1	2	2	1	2	2	1	2	4
2110	2	46	2	2	1	81	1	2477	3380	3380	3407	3527	4431	1	1	41	28	2	3	1	2	1	1	2	1	1	2	2	1	1	2
2111	2	46	1	2	1	76	2	892	1914	1914	1608	1822	2844	1	1	28	17	1	1	2	2	1	2	2	2	1	2	2	2	2	9
2112	2	46	4	1	2	43	1	3020	4799	4799	3419	3616	5395	3	2	87	73	3	1	2	2	1	1	2	2	1	2	2	1	2	4
2113	2	46	6	1	3	58	1	7011	8936	8936	5079	6013	7939	1	1	56	41	3	4	1	2	1	1	1	2	1	2	2	1	1	7
2114	2	46	3	2	1	54	1	2953	4243	4243	6486	6746	8035	1	1	33	29	2	3	1	2	1	1	2	2	1	2	2	2	1	6
2115	2	46	3	1	1	29	1	4061	5523	5523	4446	4576	6039	1	1	51	29	2	5	1	2	1	1	1	2	1	2	2	1	2	4
2116	2	46	2	2	1	57	1	4109	5376	5376	5015	5189	6456	1	1	42	32	2	3	1	2	1	1	2	1	1	2	2	1	1	6
2117	2	46	2	2	2	44	1	2919	3453	3453	8019	8209	8743	1	1	45	32	2	3	1	2	1	1	2	1	1	2	2	1	2	5
2118	2	46	2	2	1	76	2	6055	6746	6746	7800	7864	8555	1	1	66	40	3	4	1	2	1	1	2	2	1	2	2	1	1	1
2119	2	46	3	2	1	43	1	3990	4560	4560	13145	13305	13875	1	1	44	33	2	4	1	2	1	1	2	1	1	2	2	1	1	6
2120	2	46	1	2	1	65	2	1537	2530	2530	3156	3191	4185	1	1	49	32	2	4	1	2	1	1	1	2	1	2	2	1	2	7
2121	2	46	5	1	3	48	1	8511	13079	13429	10813	11148	15716	1	1	70	45	3	5	1	2	1	1	1	2	1	2	2	1	1	4
2122	2	46	4	1	1	41	1	2062	3406	5406	2421	2421	3765	1	2	39	27	2	4	2	2	1	1	2	1	1	2	2	1	1	7
2123	2	46	5	1	1	52	2	3699	5088	6688	7097	7151	8540	1	2	49	38	2	3	1	2	1	1	2	1	1	2	2	1	2	5
2124	2	46	3	2	2	61	2	3297	4387	4387	7630	7772	8863	1	1	67	40	3	4	1	2	1	1	1	2	1	2	2	1	1	1
2125	2	46	3	1	1	25	1	5822	5874	5874	9802	9902	9954	1	1	49	27	2	5	1	2	1	1	1	2	1	2	2	1	1	1
2126	2	46	4	1	1	33	2	1694	1694	1694	3807	3807	3807	1	2	41	31	2	2	2	2	2	2	2	2	1	2	2	2	2	4
2127	2	46	3	1	1	67	1	2811	3263	3263	6582	7092	7544	3	1	93	51	3	4	2	2	1	1	2	1	1	2	2	1	2	5
2128	2	46	4	2	3	51	1	7758	7758	8358	8848	8948	8948	1	3	51	36	3	4	1	2	1	1	2	1	1	2	2	1	2	4
2129	2	46	1	2	1	35	2	1710	1710	1710	3787	3787	3787	1	1	61	40	3	4	1	2	1	1	2	1	1	2	2	1	1	5
2130	2	46	4	1	2	44	1	7105	7105	7105	12902	12902	12902	1	2	50	29	2	5	1	2	1	1	1	2	1	2	2	1	1	4
2131	2	46	3	1	1	68	2	2771	4813	4813	7482	7577	9618	3	1	60	42	3	2	2	2	1	1	2	2	1	2	2	2	2	6
2132	2	46	4	1	2	41	1	1278	1425	1425	12448	12458	12605	1	2	45	36	2	1	2	2	1	2	2	2	1	2	2	2	2	4
2133	2	46	3	1	2	37	2	3127	3167	3167	4123	4163	4204	1	1	23	20	2	1	2	2	2	2	2	2	1	2	2	2	1	5
2134	2	46	1	2	1	55	2	1028	807	807	1550	1951	1730	1	1	42	34	1	1	2	2	2	2	2	2	1	2	2	2	2	6
2135	2	46	1	2	1	69	2	913	1621	1621	1518	1658	2366	3	1	60	48	2	3	2	2	2	2	2	2	1	2	2	2	2	8
